FECHA,NO,NOX ,NO2,CO,HORA,SO2,O3
01/01/2023,26.0,63.0,36.0,1.2,1.0,1.0,2.0
01/01/2023,13.0,45.0,32.0,1.0,2.0,1.0,4.0
01/01/2023,22.0,52.0,30.0,1.2,3.0,2.0,4.0
01/01/2023,26.0,55.0,28.0,1.1,4.0,2.0,2.0
01/01/2023,44.0,71.0,27.0,1.3,5.0,2.0,2.0
01/01/2023,56.0,82.0,26.0,1.5,6.0,2.0,2.0
01/01/2023,51.0,78.0,26.0,1.3,7.0,2.0,2.0
01/01/2023,87.0,113.0,26.0,1.5,8.0,2.0,2.0
01/01/2023,67.0,102.0,35.0,1.6,9.0,2.0,5.0
01/01/2023,21.0,67.0,46.0,1.3,10.0,2.0,23.0
01/01/2023,8.0,45.0,37.0,1.0,11.0,2.0,51.0
01/01/2023,4.0,23.0,19.0,0.6,12.0,2.0,64.0
01/01/2023,2.0,16.0,14.0,0.5,13.0,1.0,74.0
01/01/2023,2.0,10.0,8.0,0.3,14.0,1.0,60.0
01/01/2023,2.0,10.0,8.0,0.2,15.0,1.0,52.0
01/01/2023,1.0,7.0,6.0,0.2,16.0,1.0,48.0
01/01/2023,2.0,12.0,10.0,0.2,17.0,1.0,45.0
01/01/2023,2.0,14.0,12.0,0.3,18.0,0.0,32.0
01/01/2023,3.0,24.0,20.0,0.3,19.0,0.0,21.0
01/01/2023,8.0,35.0,27.0,0.4,20.0,1.0,11.0
01/01/2023,19.0,51.0,32.0,0.6,21.0,1.0,4.0
01/01/2023,70.0,103.0,33.0,1.3,22.0,2.0,1.0
01/01/2023,61.0,92.0,31.0,1.1,23.0,2.0,2.0
01/01/2023,19.0,43.0,24.0,0.6,24.0,1.0,8.0
02/01/2023,57.0,87.0,30.0,0.9,1.0,2.0,1.0
02/01/2023,45.0,75.0,30.0,0.8,2.0,1.0,1.0
02/01/2023,34.0,61.0,27.0,0.7,3.0,1.0,1.0
02/01/2023,56.0,83.0,28.0,0.6,4.0,2.0,2.0
02/01/2023,54.0,81.0,27.0,0.7,5.0,2.0,2.0
02/01/2023,55.0,80.0,24.0,0.6,6.0,2.0,4.0
02/01/2023,89.0,118.0,29.0,0.8,7.0,2.0,1.0
02/01/2023,96.0,125.0,29.0,1.0,8.0,3.0,2.0
02/01/2023,58.0,85.0,28.0,0.8,9.0,2.0,5.0
02/01/2023,18.0,36.0,18.0,0.4,10.0,1.0,16.0
02/01/2023,7.0,17.0,10.0,0.3,11.0,1.0,26.0
02/01/2023,6.0,14.0,8.0,0.2,12.0,0.0,29.0
02/01/2023,5.0,13.0,8.0,0.2,13.0,0.0,31.0
02/01/2023,3.0,8.0,5.0,0.1,14.0,0.0,31.0
02/01/2023,2.0,7.0,5.0,0.1,15.0,0.0,33.0
02/01/2023,3.0,9.0,6.0,0.1,16.0,0.0,32.0
02/01/2023,3.0,9.0,6.0,0.1,17.0,0.0,31.0
02/01/2023,4.0,18.0,13.0,0.3,18.0,1.0,27.0
02/01/2023,4.0,25.0,20.0,0.4,19.0,1.0,21.0
02/01/2023,6.0,33.0,27.0,0.5,20.0,1.0,15.0
02/01/2023,8.0,37.0,30.0,0.5,21.0,1.0,8.0
02/01/2023,14.0,43.0,30.0,0.5,22.0,1.0,6.0
02/01/2023,12.0,38.0,26.0,0.5,23.0,1.0,8.0
02/01/2023,60.0,89.0,29.0,0.9,24.0,2.0,3.0
03/01/2023,32.0,59.0,27.0,0.5,1.0,1.0,5.0
03/01/2023,74.0,104.0,29.0,0.6,2.0,2.0,2.0
03/01/2023,35.0,60.0,25.0,0.4,3.0,1.0,6.0
03/01/2023,35.0,64.0,29.0,0.4,4.0,1.0,1.0
03/01/2023,29.0,58.0,29.0,0.5,5.0,1.0,3.0
03/01/2023,52.0,76.0,25.0,0.5,6.0,1.0,3.0
03/01/2023,50.0,78.0,28.0,0.6,7.0,1.0,1.0
03/01/2023,171.0,202.0,31.0,1.6,8.0,4.0,2.0
03/01/2023,115.0,146.0,31.0,1.3,9.0,3.0,4.0
03/01/2023,14.0,32.0,17.0,0.3,10.0,1.0,17.0
03/01/2023,20.0,44.0,24.0,0.5,11.0,1.0,19.0
03/01/2023,15.0,39.0,24.0,0.5,12.0,1.0,27.0
03/01/2023,4.0,12.0,8.0,0.1,13.0,0.0,35.0
03/01/2023,3.0,9.0,6.0,0.1,14.0,0.0,42.0
03/01/2023,2.0,9.0,7.0,0.2,15.0,1.0,44.0
03/01/2023,2.0,10.0,7.0,0.2,16.0,1.0,44.0
03/01/2023,2.0,9.0,7.0,0.1,17.0,0.0,38.0
03/01/2023,3.0,12.0,10.0,0.2,18.0,1.0,33.0
03/01/2023,3.0,15.0,12.0,0.2,19.0,0.0,21.0
03/01/2023,4.0,19.0,15.0,0.3,20.0,0.0,17.0
03/01/2023,5.0,26.0,20.0,0.3,21.0,0.0,11.0
03/01/2023,14.0,36.0,22.0,0.4,22.0,1.0,9.0
03/01/2023,59.0,89.0,30.0,0.8,23.0,2.0,1.0
03/01/2023,4.6,29.6,25.2,0.3,24.0,1.0,17.0
04/01/2023,37.0,69.6,32.4,0.458,1.0,1.0,14.0
04/01/2023,27.8,63.4,35.8,0.304,2.0,1.0,11.0
04/01/2023,12.4,44.8,32.4,0.43200000000000005,3.0,1.0,10.0
04/01/2023,35.0,61.0,26.0,0.5,4.0,3.0,1.0
04/01/2023,61.0,93.0,32.0,1.0,5.0,3.0,2.0
04/01/2023,138.0,166.0,28.0,1.1,6.0,4.0,2.0
04/01/2023,110.0,138.0,28.0,1.0,7.0,3.0,1.0
04/01/2023,212.0,242.0,30.0,1.9,8.0,5.0,2.0
04/01/2023,141.0,178.0,37.0,1.7,9.0,5.0,2.0
04/01/2023,91.0,139.0,48.0,1.4,10.0,4.0,5.0
04/01/2023,35.0,80.0,45.0,1.0,11.0,2.0,18.0
04/01/2023,13.0,51.0,38.0,0.7,12.0,3.0,39.0
04/01/2023,10.0,49.0,39.0,0.6,13.0,3.0,53.0
04/01/2023,7.0,43.0,36.0,0.6,14.0,2.0,69.0
04/01/2023,4.0,36.0,32.0,0.5,15.0,2.0,82.0
04/01/2023,30.0,32.0,3.0,0.6,16.0,2.0,92.0
04/01/2023,2.0,31.0,29.0,0.5,17.0,2.0,95.0
04/01/2023,2.0,46.0,44.0,0.6,18.0,4.0,69.0
04/01/2023,5.0,63.0,57.0,0.7,19.0,4.0,33.0
04/01/2023,5.0,43.0,38.0,0.6,20.0,2.0,22.0
04/01/2023,9.0,41.0,32.0,0.5,21.0,1.0,20.0
04/01/2023,7.0,44.0,37.0,0.6,22.0,2.0,14.0
04/01/2023,4.0,38.0,34.0,0.6,23.0,4.0,15.0
04/01/2023,4.0,36.0,31.0,0.5,24.0,3.0,14.0
05/01/2023,2.0,24.0,22.0,0.4,1.0,2.0,22.0
05/01/2023,2.0,17.0,16.0,0.3,2.0,1.0,29.0
05/01/2023,23.0,57.0,34.0,0.3,3.0,2.0,10.0
05/01/2023,47.0,85.0,39.0,0.4,4.0,2.0,3.0
05/01/2023,66.0,105.0,39.0,0.6,5.0,2.0,1.0
05/01/2023,55.0,91.0,36.0,0.7,6.0,2.0,2.0
05/01/2023,178.0,216.0,38.0,1.2,7.0,4.0,1.0
05/01/2023,109.0,146.0,37.0,1.2,8.0,3.0,1.0
05/01/2023,67.0,106.0,39.0,1.0,9.0,4.0,4.0
05/01/2023,39.0,79.0,41.0,0.8,10.0,5.0,12.0
05/01/2023,21.0,58.0,37.0,0.6,11.0,11.0,26.0
05/01/2023,11.0,40.0,29.0,0.5,12.0,7.0,42.0
05/01/2023,8.0,36.0,27.0,0.4,13.0,5.0,52.0
05/01/2023,5.0,34.0,29.0,0.5,14.0,5.0,67.0
05/01/2023,3.0,22.0,19.0,0.3,15.0,3.0,72.0
05/01/2023,2.0,18.0,16.0,0.2,16.0,2.0,71.0
05/01/2023,2.0,16.0,14.0,0.2,17.0,1.0,68.0
05/01/2023,4.0,26.0,22.0,0.3,18.0,1.0,45.0
05/01/2023,4.0,28.0,24.0,0.3,19.0,2.0,31.0
05/01/2023,4.0,24.0,20.0,0.3,20.0,2.0,26.0
05/01/2023,4.0,22.0,18.0,0.3,21.0,4.0,24.0
05/01/2023,3.0,20.0,17.0,0.3,22.0,11.0,24.0
05/01/2023,4.0,22.0,18.0,0.3,23.0,21.0,21.0
05/01/2023,6.0,29.0,23.0,0.3,24.0,33.0,14.0
06/01/2023,5.0,25.0,20.0,0.3,1.0,13.0,17.0
06/01/2023,8.0,33.0,25.0,0.4,2.0,9.0,11.0
06/01/2023,12.0,40.0,28.0,0.4,3.0,6.0,7.0
06/01/2023,67.0,101.0,34.0,0.5,4.0,6.0,4.0
06/01/2023,73.0,110.0,36.0,0.6,5.0,7.0,3.0
06/01/2023,74.0,110.0,36.0,0.8,6.0,5.0,1.0
06/01/2023,88.0,122.0,34.0,1.0,7.0,5.0,1.0
06/01/2023,82.0,115.0,34.0,1.1,8.0,5.0,1.0
06/01/2023,74.0,112.0,38.0,1.1,9.0,7.0,3.0
06/01/2023,51.0,93.0,42.0,1.0,10.0,7.0,9.0
06/01/2023,16.4,59.2,43.0,0.9,11.0,6.0,19.0
06/01/2023,28.0,91.0,63.0,1.1,12.0,5.0,30.0
06/01/2023,12.0,55.0,43.0,0.7,13.0,4.0,47.0
06/01/2023,6.0,33.0,27.0,0.4,14.0,3.0,58.0
06/01/2023,4.0,25.0,21.0,0.3,15.0,2.0,65.0
06/01/2023,3.0,28.0,25.0,0.4,16.0,2.0,72.0
06/01/2023,2.0,26.0,24.0,0.4,17.0,2.0,75.0
06/01/2023,2.0,33.0,32.0,0.6,18.0,2.0,69.0
06/01/2023,41.0,111.0,70.0,1.3,19.0,3.0,25.0
06/01/2023,20.0,85.0,65.0,1.1,20.0,2.0,18.0
06/01/2023,4.0,55.0,51.0,0.8,21.0,5.0,18.0
06/01/2023,3.0,36.0,33.0,0.5,22.0,10.0,20.0
06/01/2023,3.0,28.0,26.0,0.4,23.0,6.0,20.0
06/01/2023,27.0,65.0,38.0,0.7,24.0,5.0,8.0
07/01/2023,38.0,75.0,38.0,0.7,1.0,7.0,5.0
07/01/2023,34.0,69.0,35.0,0.6,2.0,9.0,5.0
07/01/2023,48.0,83.0,35.0,0.8,3.0,5.0,2.0
07/01/2023,4.0,32.0,28.0,0.4,4.0,2.0,7.0
07/01/2023,14.0,46.0,32.0,0.5,5.0,2.0,4.0
07/01/2023,13.0,44.0,31.0,0.5,6.0,2.0,4.0
07/01/2023,121.0,157.0,36.0,1.2,7.0,4.0,1.0
07/01/2023,178.0,213.0,36.0,1.6,8.0,6.0,1.0
07/01/2023,102.0,144.0,42.0,1.2,9.0,6.0,3.0
07/01/2023,87.0,142.0,54.0,1.4,10.0,5.0,7.0
07/01/2023,24.0,67.0,43.0,0.8,11.0,3.0,26.0
07/01/2023,11.0,42.0,31.0,0.5,12.0,3.0,43.0
07/01/2023,6.0,28.0,22.0,0.3,13.0,3.0,55.0
07/01/2023,5.0,25.0,20.0,0.3,14.0,3.0,58.0
07/01/2023,3.0,21.0,18.0,0.3,15.0,3.0,69.0
07/01/2023,2.0,20.0,18.0,0.8,16.0,2.0,78.0
07/01/2023,2.0,21.0,19.0,0.3,17.0,2.0,80.0
07/01/2023,2.0,32.0,30.0,0.4,18.0,3.0,65.0
07/01/2023,5.0,55.0,50.0,0.6,19.0,12.0,36.0
07/01/2023,5.0,49.0,44.0,0.6,20.0,21.0,32.0
07/01/2023,12.0,57.0,45.0,0.7,21.0,15.0,23.0
07/01/2023,3.0,42.0,39.0,0.6,22.0,11.0,18.0
07/01/2023,2.0,29.0,27.0,0.5,23.0,10.0,26.0
07/01/2023,3.0,25.0,22.0,0.4,24.0,5.0,25.0
08/01/2023,3.0,23.0,20.0,0.3,1.0,3.0,25.0
08/01/2023,8.0,32.0,25.0,0.3,2.0,2.0,19.0
08/01/2023,6.0,36.0,30.0,0.4,3.0,1.0,12.0
08/01/2023,30.0,67.0,38.0,0.6,4.0,2.0,2.0
08/01/2023,73.0,110.0,38.0,0.7,5.0,3.0,1.0
08/01/2023,20.0,51.0,31.0,0.5,6.0,1.0,7.0
08/01/2023,13.0,44.0,31.0,0.4,7.0,1.0,7.0
08/01/2023,49.0,85.0,36.0,0.7,8.0,2.0,4.0
08/01/2023,54.0,91.0,38.0,0.9,9.0,2.0,6.0
08/01/2023,39.0,82.0,43.0,1.0,10.0,2.0,14.0
08/01/2023,23.0,65.0,43.0,0.9,11.0,2.0,26.0
08/01/2023,11.0,45.0,34.0,0.6,12.0,2.0,45.0
08/01/2023,5.0,25.0,21.0,0.4,13.0,2.0,64.0
08/01/2023,3.0,19.0,16.0,0.3,14.0,2.0,75.0
08/01/2023,2.0,17.0,15.0,0.3,15.0,3.0,82.0
08/01/2023,2.0,18.0,16.0,0.3,16.0,2.0,90.0
08/01/2023,1.0,17.0,16.0,0.3,17.0,2.0,93.0
08/01/2023,2.0,26.0,24.0,0.4,18.0,2.0,89.0
08/01/2023,22.0,88.0,66.0,0.9,19.0,3.0,43.0
08/01/2023,11.0,61.0,49.0,0.8,20.0,2.0,26.0
08/01/2023,5.0,33.0,27.0,0.4,21.0,1.0,16.0
08/01/2023,3.0,22.0,19.0,0.3,22.0,1.0,22.0
08/01/2023,3.0,20.0,17.0,0.3,23.0,1.0,21.0
08/01/2023,3.0,18.0,16.0,0.3,24.0,3.0,21.0
09/01/2023,1.0,14.0,13.0,0.3,1.0,11.0,22.0
09/01/2023,9.0,33.0,24.0,0.4,2.0,7.0,11.0
09/01/2023,6.0,26.0,21.0,0.4,3.0,4.0,11.0
09/01/2023,11.0,34.0,23.0,0.4,4.0,8.0,8.0
09/01/2023,9.0,31.0,22.0,0.3,5.0,6.0,8.0
09/01/2023,52.0,82.0,30.0,0.7,6.0,9.0,4.0
09/01/2023,130.0,162.0,32.0,1.2,7.0,9.0,2.0
09/01/2023,117.0,149.0,32.0,1.5,8.0,8.0,1.0
09/01/2023,118.0,155.0,37.0,1.7,9.0,8.0,2.0
09/01/2023,69.0,117.0,48.0,1.5,10.0,7.0,6.0
09/01/2023,50.0,114.0,64.0,1.6,11.0,7.0,14.0
09/01/2023,22.0,78.0,56.0,1.2,12.0,6.0,35.0
09/01/2023,11.0,58.0,46.0,0.8,13.0,6.0,53.0
09/01/2023,6.0,38.0,32.0,0.5,14.0,4.0,66.0
09/01/2023,3.0,33.0,29.0,0.5,15.0,4.0,84.0
09/01/2023,3.0,35.0,33.0,0.5,16.0,4.0,89.0
09/01/2023,2.0,30.0,28.0,0.5,17.0,4.0,83.0
09/01/2023,2.0,36.0,34.0,0.5,18.0,3.0,67.0
09/01/2023,2.0,46.0,44.0,0.6,19.0,3.0,45.0
09/01/2023,2.0,50.0,48.0,0.8,20.0,10.0,34.0
09/01/2023,4.0,43.0,40.0,0.6,21.0,22.0,35.0
09/01/2023,6.0,51.0,45.0,0.7,22.0,15.0,26.0
09/01/2023,3.0,44.0,42.0,0.7,23.0,5.0,26.0
09/01/2023,20.8,48.8,28.0,0.488,24.0,1.0,17.0
10/01/2023,37.0,69.6,32.4,0.458,1.0,1.0,14.0
10/01/2023,27.8,63.4,35.8,0.304,2.0,1.0,11.0
10/01/2023,12.4,44.8,32.4,0.43200000000000005,3.0,1.0,10.0
10/01/2023,6.0,37.0,31.0,0.25,4.0,8.0,4.0
10/01/2023,58.0,104.0,46.0,0.65,5.0,6.0,2.0
10/01/2023,93.0,146.0,53.0,1.35,6.0,6.0,1.0
10/01/2023,213.0,262.0,49.0,1.55,7.0,8.0,1.0
10/01/2023,181.0,228.0,48.0,1.85,8.0,7.0,1.0
10/01/2023,83.0,133.0,50.0,1.35,9.0,4.0,2.0
10/01/2023,56.0,106.0,50.0,1.15,10.0,6.0,7.0
10/01/2023,46.0,78.0,32.0,0.85,11.0,7.0,19.0
10/01/2023,11.0,48.0,37.0,0.65,12.0,5.0,43.0
10/01/2023,6.0,37.0,31.0,0.55,13.0,6.0,62.0
10/01/2023,4.0,26.0,23.0,0.35,14.0,4.0,65.0
10/01/2023,3.0,28.0,25.0,0.35,15.0,2.0,66.0
10/01/2023,3.0,27.0,24.0,0.45,16.0,2.0,66.0
10/01/2023,2.0,22.0,20.0,0.35,17.0,2.0,77.0
10/01/2023,2.0,22.0,20.0,0.35,18.0,1.0,69.0
10/01/2023,1.0,26.0,25.0,0.35,19.0,1.0,60.0
10/01/2023,2.0,35.0,33.0,0.55,20.0,1.0,46.0
10/01/2023,14.0,72.0,58.0,0.95,21.0,1.0,13.0
10/01/2023,6.0,53.0,47.0,0.65,22.0,2.0,16.0
10/01/2023,9.0,56.0,47.0,0.75,23.0,2.0,11.0
10/01/2023,8.0,47.0,39.0,0.55,24.0,1.0,16.0
11/01/2023,11.0,53.0,42.0,0.55,1.0,1.0,11.0
11/01/2023,9.0,56.0,47.0,0.65,2.0,1.0,6.0
11/01/2023,19.0,65.0,46.0,0.55,3.0,1.0,5.0
11/01/2023,33.0,79.0,46.0,0.65,4.0,2.0,2.0
11/01/2023,67.0,110.0,43.0,0.75,5.0,2.0,3.0
11/01/2023,213.0,265.0,52.0,1.55,6.0,5.0,2.0
11/01/2023,145.4,188.0,42.4,1.15,7.0,3.0,2.0
11/01/2023,175.0,227.0,52.0,1.95,8.0,5.0,2.0
11/01/2023,168.0,225.0,57.0,2.15,9.0,5.0,2.0
11/01/2023,93.0,158.0,65.0,1.75,10.0,4.0,7.0
11/01/2023,32.0,87.0,55.0,1.15,11.0,2.0,23.0
11/01/2023,8.0,40.0,32.0,0.65,12.0,2.0,53.0
11/01/2023,5.0,32.0,26.0,0.45,13.0,2.0,65.0
11/01/2023,3.0,23.0,20.0,0.35,14.0,1.0,76.0
11/01/2023,2.0,26.0,24.0,0.45,15.0,1.0,83.0
11/01/2023,2.0,27.0,25.0,0.45,16.0,1.0,83.0
11/01/2023,2.0,30.0,28.0,0.45,17.0,1.0,61.0
11/01/2023,1.0,26.0,25.0,0.45,18.0,1.0,56.0
11/01/2023,2.0,27.0,25.0,0.35,19.0,1.0,39.0
11/01/2023,9.0,52.0,42.0,0.75,20.0,1.0,14.0
11/01/2023,19.0,70.0,51.0,1.05,21.0,1.0,4.0
11/01/2023,22.0,70.0,48.0,0.95,22.0,1.0,1.0
11/01/2023,40.0,79.0,39.0,0.95,23.0,1.0,1.0
11/01/2023,45.0,84.0,39.0,1.05,24.0,2.0,1.0
12/01/2023,41.0,80.0,39.0,1.15,1.0,1.0,1.0
12/01/2023,58.0,97.0,40.0,0.95,2.0,2.0,1.0
12/01/2023,46.0,86.0,40.0,0.75,3.0,2.0,1.0
12/01/2023,35.0,72.0,37.0,0.45,4.0,1.0,2.0
12/01/2023,55.0,92.0,37.0,0.85,5.0,1.0,1.0
12/01/2023,120.0,158.0,38.0,1.45,6.0,3.0,1.0
12/01/2023,353.0,393.0,41.0,1.95,7.0,8.0,1.0
12/01/2023,184.0,221.0,37.0,1.75,8.0,5.0,1.0
12/01/2023,67.0,107.0,40.0,1.05,9.0,2.0,4.0
12/01/2023,50.0,101.0,50.0,1.05,10.0,2.0,10.0
12/01/2023,35.0,91.0,56.0,1.05,11.0,2.0,22.0
12/01/2023,11.2,54.6,42.8,0.65,12.0,3.0,49.0
12/01/2023,4.6,24.0,19.4,0.25,13.0,4.0,62.0
12/01/2023,3.0,20.6,17.2,0.25,14.0,3.0,68.0
12/01/2023,2.8,22.6,19.8,0.304,15.0,1.0,80.0
12/01/2023,2.0,22.0,19.0,0.25,16.0,6.0,75.0
12/01/2023,2.0,22.0,19.0,0.25,17.0,6.0,70.0
12/01/2023,2.0,26.0,24.0,0.25,18.0,6.0,65.0
12/01/2023,5.0,42.0,37.0,0.45,19.0,3.0,36.0
12/01/2023,4.0,29.0,25.0,0.35,20.0,1.0,34.0
12/01/2023,4.0,31.0,27.0,0.35,21.0,1.0,26.0
12/01/2023,3.0,22.0,19.0,0.25,22.0,1.0,31.0
12/01/2023,3.0,24.0,21.0,0.25,23.0,1.0,27.0
12/01/2023,2.0,19.0,17.0,0.25,24.0,1.0,30.0
13/01/2023,1.0,16.0,15.0,0.15,1.0,1.0,32.0
13/01/2023,1.0,14.0,13.0,0.15,2.0,1.0,32.0
13/01/2023,1.0,11.0,10.0,0.15,3.0,0.0,33.0
13/01/2023,1.0,12.0,11.0,0.15,4.0,0.0,33.0
13/01/2023,3.0,20.0,17.0,0.05,5.0,0.0,27.0
13/01/2023,8.0,32.0,24.0,0.25,6.0,1.0,20.0
13/01/2023,7.0,29.0,22.0,0.15,7.0,1.0,23.0
13/01/2023,10.0,39.0,29.0,0.35,8.0,1.0,17.0
13/01/2023,12.0,40.0,28.0,0.45,9.0,1.0,20.0
13/01/2023,17.6,46.4,29.0,0.45,10.0,1.0,24.0
13/01/2023,13.0,37.0,24.0,0.45,11.0,1.0,30.0
13/01/2023,11.0,36.0,25.0,0.45,12.0,2.0,39.0
13/01/2023,8.0,34.0,26.0,0.35,13.0,2.0,49.0
13/01/2023,8.0,37.0,29.0,0.45,14.0,2.0,55.0
13/01/2023,5.0,33.0,28.0,0.45,15.0,3.0,68.0
13/01/2023,4.0,22.0,18.0,0.25,16.0,2.0,67.0
13/01/2023,3.0,22.0,19.0,0.25,17.0,2.0,63.0
13/01/2023,5.0,38.0,33.0,0.35,18.0,3.0,45.0
13/01/2023,3.0,33.0,29.0,0.35,19.0,1.0,40.0
13/01/2023,5.0,34.0,29.0,0.45,20.0,33.0,30.0
13/01/2023,4.0,32.0,28.0,0.45,21.0,44.0,25.0
13/01/2023,5.0,31.0,26.0,0.35,22.0,26.0,22.0
13/01/2023,6.0,32.0,26.0,0.45,23.0,19.0,21.0
13/01/2023,6.0,31.0,25.0,0.35,24.0,10.0,19.0
14/01/2023,14.0,48.0,34.0,0.35,1.0,6.0,11.0
14/01/2023,19.0,51.0,32.0,0.35,2.0,4.0,11.0
14/01/2023,25.0,59.0,34.0,0.45,3.0,3.0,6.0
14/01/2023,24.0,59.0,35.0,0.35,4.0,4.0,6.0
14/01/2023,36.0,73.0,37.0,0.55,5.0,4.0,2.0
14/01/2023,16.0,51.0,35.0,0.55,6.0,6.0,2.0
14/01/2023,151.0,189.0,37.0,1.15,7.0,8.0,1.0
14/01/2023,193.0,233.0,40.0,1.55,8.0,13.0,1.0
14/01/2023,104.0,148.0,44.0,1.25,9.0,21.0,3.0
14/01/2023,70.0,121.0,52.0,1.15,10.0,22.0,8.0
14/01/2023,33.0,79.0,46.0,0.75,11.0,16.0,20.0
14/01/2023,19.0,62.0,43.0,0.65,12.0,9.0,35.0
14/01/2023,9.0,37.0,28.0,0.35,13.0,7.0,48.0
14/01/2023,8.0,34.0,26.0,0.35,14.0,7.0,50.0
14/01/2023,6.0,31.0,25.0,0.25,15.0,5.0,54.0
14/01/2023,4.0,29.0,25.0,0.35,16.0,5.0,65.0
14/01/2023,2.0,28.0,26.0,0.35,17.0,4.0,72.0
14/01/2023,2.0,41.0,38.0,0.55,18.0,4.0,68.0
14/01/2023,3.0,60.0,57.0,0.75,19.0,4.0,46.0
14/01/2023,9.0,66.0,57.0,0.85,20.0,2.0,21.0
14/01/2023,2.0,26.0,24.0,0.35,21.0,4.0,42.0
14/01/2023,1.0,25.0,24.0,0.35,22.0,3.0,40.0
14/01/2023,3.0,36.0,34.0,0.45,23.0,3.0,27.0
14/01/2023,7.0,41.0,32.0,0.45,24.0,2.0,25.0
15/01/2023,15.0,66.0,51.0,0.85,1.0,2.0,6.0
15/01/2023,6.0,47.0,41.0,0.65,2.0,2.0,11.0
15/01/2023,7.0,40.0,34.0,0.45,3.0,2.0,14.0
15/01/2023,25.0,70.0,45.0,0.55,4.0,2.0,2.0
15/01/2023,50.0,92.0,42.0,0.65,5.0,2.0,2.0
15/01/2023,124.0,169.0,45.0,1.45,6.0,4.0,1.0
15/01/2023,78.0,121.0,44.0,0.95,7.0,3.0,1.0
15/01/2023,147.0,191.0,44.0,1.55,8.0,5.0,1.0
15/01/2023,107.0,155.0,48.0,1.55,9.0,4.0,3.0
15/01/2023,68.0,123.0,55.0,1.35,10.0,3.0,10.0
15/01/2023,18.0,59.0,41.0,0.85,11.0,3.0,31.0
15/01/2023,8.0,39.0,32.0,0.55,12.0,3.0,58.0
15/01/2023,4.0,28.0,24.0,0.45,13.0,3.0,74.0
15/01/2023,3.0,25.0,22.0,0.45,14.0,3.0,87.0
15/01/2023,2.0,24.0,22.0,0.45,15.0,3.0,100.0
15/01/2023,1.0,23.0,22.0,0.45,16.0,3.0,113.0
15/01/2023,1.0,25.0,24.0,0.45,17.0,3.0,118.0
15/01/2023,1.0,27.0,26.0,0.45,18.0,3.0,115.0
15/01/2023,1.0,39.0,38.0,0.65,19.0,2.0,76.0
15/01/2023,2.0,32.0,30.0,0.45,20.0,2.0,49.0
15/01/2023,11.0,68.0,56.0,0.85,21.0,2.0,17.0
15/01/2023,11.0,61.0,50.0,0.75,22.0,2.0,20.0
15/01/2023,4.0,46.0,42.0,0.55,23.0,1.0,24.0
15/01/2023,5.0,41.0,36.0,0.55,24.0,1.0,17.0
16/01/2023,37.0,69.6,32.4,0.458,1.0,1.0,14.0
16/01/2023,27.8,63.4,35.8,0.304,2.0,1.0,11.0
16/01/2023,12.4,44.8,32.4,0.43200000000000005,3.0,1.0,10.0
16/01/2023,19.0,64.0,46.0,0.5,4.0,3.0,7.0
16/01/2023,3.0,36.0,33.0,0.3,5.0,1.0,16.0
16/01/2023,9.0,46.0,37.0,0.5,6.0,1.0,17.0
16/01/2023,150.0,200.0,50.0,1.2,7.0,4.0,1.0
16/01/2023,148.0,198.0,51.0,1.6,8.0,4.0,1.0
16/01/2023,87.0,140.0,52.0,1.3,9.0,3.0,5.0
16/01/2023,33.0,85.0,52.0,0.9,10.0,2.0,18.0
16/01/2023,27.0,87.0,60.0,1.0,11.0,2.0,30.0
16/01/2023,10.0,50.0,40.0,0.6,12.0,2.0,58.0
16/01/2023,6.0,40.0,34.0,0.5,13.0,2.0,73.0
16/01/2023,5.0,45.0,40.0,0.6,14.0,2.0,89.0
16/01/2023,3.0,35.0,33.0,0.4,15.0,2.0,104.0
16/01/2023,2.0,34.0,32.0,0.4,16.0,2.0,114.0
16/01/2023,3.0,36.0,33.0,0.3,17.0,3.0,92.0
16/01/2023,3.0,45.0,42.0,0.4,18.0,2.0,61.0
16/01/2023,23.0,93.0,69.0,0.8,19.0,4.0,16.0
16/01/2023,5.0,69.0,64.0,0.9,20.0,2.0,29.0
16/01/2023,13.0,87.0,74.0,1.1,21.0,2.0,15.0
16/01/2023,14.0,67.0,54.0,0.8,22.0,2.0,17.0
16/01/2023,26.0,85.0,59.0,1.1,23.0,2.0,8.0
16/01/2023,16.0,82.0,66.0,1.1,24.0,2.0,5.0
17/01/2023,29.0,83.0,54.0,0.8,1.0,2.0,2.0
17/01/2023,44.0,96.0,51.0,0.9,2.0,2.0,2.0
17/01/2023,60.0,110.0,50.0,0.8,3.0,2.0,1.0
17/01/2023,52.0,100.0,47.0,0.6,4.0,2.0,2.0
17/01/2023,70.0,120.0,49.0,0.7,5.0,3.0,2.0
17/01/2023,54.0,106.0,52.0,0.8,6.0,3.0,1.0
17/01/2023,157.0,208.0,51.0,1.3,7.0,4.0,1.0
17/01/2023,302.0,356.0,53.0,2.7,8.0,8.0,2.0
17/01/2023,251.0,313.0,62.0,3.0,9.0,8.0,2.0
17/01/2023,88.0,158.0,70.0,1.8,10.0,5.0,7.0
17/01/2023,47.0,123.0,76.0,1.5,11.0,5.0,19.0
17/01/2023,14.0,65.0,51.0,0.8,12.0,6.0,52.0
17/01/2023,5.0,41.0,35.0,0.5,13.0,5.0,79.0
17/01/2023,3.0,29.0,26.0,0.4,14.0,4.0,93.0
